Title,Example,Commodity Title
Sales Managers,Oracle PeopleSoft Financials,Enterprise resource planning ERP software
Sales Managers,Oracle Primavera Enterprise Project Portfolio Management,Project management software
Sales Managers,Oracle software,Data base user interface and query software
Sales Managers,Oracle Taleo,Human resources software
Sales Managers,Qlik Tech QlikView,Business intelligence and data analysis software
Sales Managers,R,Object or component oriented development software
Sales Managers,Sage 50 Accounting,Accounting software
Sales Managers,Sage ACT!,Customer relationship management CRM software
Sales Managers,Salesforce software,Customer relationship management CRM software
Sales Managers,Salesforce.com Salesforce CRM,Customer relationship management CRM software
Sales Managers,SAP,Enterprise resource planning ERP software
Sales Managers,SAP Business Objects,Enterprise resource planning ERP software
Sales Managers,SAP BusinessObjects Crystal Reports,Data base reporting software
Sales Managers,SAP Crystal Reports,Data base reporting software
Sales Managers,SAS,Analytical or scientific software
Sales Managers,Scheduling software,Calendar and scheduling software
Sales Managers,SmugMug Flickr,Graphics or photo imaging software
Sales Managers,Social media sites,Web page creation and editing software
Sales Managers,Software on Sailboats Desktop Sales Manager,Customer relationship management CRM software
Sales Managers,Splunk Enterprise,Enterprise system management software
Sales Managers,Structured query language SQL,Data base user interface and query software
Sales Managers,Symantec,Transaction security and virus protection software
Sales Managers,Tableau,Business intelligence and data analysis software
Sales Managers,Tax software,Accounting software
Sales Managers,Teradata Database,Data base management system software
Sales Managers,Vanguard Software Vanguard Sales Manager,Customer relationship management CRM software
Sales Managers,Web browser software,Internet browser software
Sales Managers,Workforce management software,Human resources software
Sales Managers,Yardi,Data base user interface and query software
Sales Managers,YouTube,Video creation and editing software
Public Relations and Fundraising Managers,Adobe Systems Adobe Acrobat,Document management software
Public Relations and Fundraising Managers,Adobe Systems Adobe AfterEffects,Video creation and editing software
Public Relations and Fundraising Managers,Adobe Systems Adobe Creative Cloud,Graphics or photo imaging software
Public Relations and Fundraising Managers,Adobe Systems Adobe Distiller,Desktop publishing software
Public Relations and Fundraising Managers,Adobe Systems Adobe Dreamweaver,Web page creation and editing software
Public Relations and Fundraising Managers,Adobe Systems Adobe Fireworks,Graphics or photo imaging software
Public Relations and Fundraising Managers,Adobe Systems Adobe Flash,Graphics or photo imaging software
Public Relations and Fundraising Managers,Adobe Systems Adobe Flash Player,Web page creation and editing software
Public Relations and Fundraising Managers,Adobe Systems Adobe Illustrator,Graphics or photo imaging software
Public Relations and Fundraising Managers,Adobe Systems Adobe InDesign,Desktop publishing software
Public Relations and Fundraising Managers,Adobe Systems Adobe PageMaker,Desktop publishing software
Public Relations and Fundraising Managers,Adobe Systems Adobe Photoshop,Graphics or photo imaging software
Public Relations and Fundraising Managers,Apple Final Cut Pro,Video creation and editing software
Public Relations and Fundraising Managers,Apple iDVD,Video creation and editing software
Public Relations and Fundraising Managers,Apple iMovie,Video creation and editing software
Public Relations and Fundraising Managers,Blackbaud eTapestry,Customer relationship management CRM software
Public Relations and Fundraising Managers,Blackbaud The Raiser's Edge,Customer relationship management CRM software
Public Relations and Fundraising Managers,Corel WordPerfect Office Suite,Office suite software
Public Relations and Fundraising Managers,Data entry software,Data base user interface and query software
Public Relations and Fundraising Managers,Drupal,Web platform development software
Public Relations and Fundraising Managers,Facebook,Web page creation and editing software
Public Relations and Fundraising Managers,FileMaker Pro,Data base user interface and query software
Public Relations and Fundraising Managers,Fund accounting software,Accounting software
Public Relations and Fundraising Managers,Google AdWords,Sales and marketing software
Public Relations and Fundraising Managers,Google Analytics,Data mining software
Public Relations and Fundraising Managers,Google Docs,Word processing software
Public Relations and Fundraising Managers,Google Drive,Office suite software
Public Relations and Fundraising Managers,Google Gmail,Electronic mail software
Public Relations and Fundraising Managers,Human resource management software HRMS,Human resources software
Public Relations and Fundraising Managers,Hypertext markup language HTML,Web platform development software
Public Relations and Fundraising Managers,IBM Notes,Electronic mail software
Public Relations and Fundraising Managers,Instagram PeopleMap,Sales and marketing software
